,time,Viscosity,Viscosity_mark,Temperature,Temperature_mark
700,700.0,109.6,,26.7,
701,701.0,110.1,,26.7,
702,702.0,109.6,,26.7,
703,703.0,109.6,,26.7,
704,704.0,109.9,,26.7,
705,705.0,109.6,,26.7,
706,706.0,109.6,,26.7,
707,707.0,110.1,,26.7,
708,708.0,109.6,,26.7,
709,709.0,109.6,,26.7,
710,710.0,109.9,,26.7,
711,711.0,109.6,,26.7,
712,712.0,109.6,,26.7,
713,713.0,110.1,,26.7,
714,714.0,109.6,,26.7,
715,715.0,109.6,,26.7,
716,716.0,110.1,,26.7,
717,717.0,109.6,,26.7,
718,718.0,109.6,,26.7,
719,719.0,110.1,,26.7,
720,720.0,109.6,,26.7,
721,721.0,109.6,,26.7,
722,722.0,110.1,,26.7,
723,723.0,109.6,,26.7,
724,724.0,109.6,,26.7,
725,725.0,109.9,,26.7,
726,726.0,109.6,,26.7,
727,727.0,109.6,,26.7,
728,728.0,110.1,,26.7,
729,729.0,109.6,,26.7,
730,730.0,109.6,,26.7,
731,731.0,109.9,,26.7,
732,732.0,109.6,,26.7,
733,733.0,109.6,,26.7,
734,734.0,110.1,,26.7,
735,735.0,109.6,,26.7,
736,736.0,109.6,,26.7,
737,737.0,109.9,,26.7,
738,738.0,109.5,,26.7,
739,739.0,109.6,,26.7,
740,740.0,110.1,,26.7,
741,741.0,109.6,,26.7,
742,742.0,109.6,,26.7,
743,743.0,109.9,,26.7,
744,744.0,109.5,,26.7,
745,745.0,109.5,,26.7,
746,746.0,109.9,,26.7,
747,747.0,109.6,,26.7,
748,748.0,109.6,,26.7,
749,749.0,109.9,,26.7,
750,750.0,109.5,,26.7,
751,751.0,109.5,,26.7,
752,752.0,109.9,,26.7,
753,753.0,109.5,,26.7,
754,754.0,109.6,,26.7,
755,755.0,110.1,,26.7,
756,756.0,109.6,,26.7,
757,757.0,109.6,,26.7,
758,758.0,109.9,,26.7,
759,759.0,109.5,,26.7,
760,760.0,109.6,,26.7,
761,761.0,110.1,,26.7,
