,compound,T,Nu,rho,w_mass,w_vol,x,V,ln_Nu,1_T,D,ln_D
246,butanol,312.35,2.072,0.82668,100.0,100.0,100.0,2.506411,0.728512,0.003202,150.748069,5.01561
247,butanol,312.45,2.07,0.82668,100.0,100.0,100.0,2.503992,0.727549,0.003201,150.942029,5.016896
248,butanol,312.55,2.055714,0.82668,100.0,100.0,100.0,2.486711,0.7206,0.003199,152.039611,5.024141
249,butanol,312.65,2.050556,0.82668,100.0,100.0,100.0,2.480471,0.718107,0.003198,152.470875,5.026974
250,butanol,312.75,2.05027,0.82668,100.0,100.0,100.0,2.480126,0.717971,0.003197,152.540865,5.027433
251,butanol,312.85,2.05,0.82668,100.0,100.0,100.0,2.479799,0.71784,0.003196,152.609756,5.027884
252,butanol,312.95,2.04,0.82668,100.0,100.0,100.0,2.467702,0.71295,0.003195,153.406863,5.033094
253,butanol,313.05,2.04,0.82668,100.0,100.0,100.0,2.467702,0.71295,0.003194,153.455882,5.033413
254,butanol,313.15,2.04,0.82668,100.0,100.0,100.0,2.467702,0.71295,0.003193,153.504902,5.033733
255,butanol,313.25,2.02375,0.82668,100.0,100.0,100.0,2.448045,0.704945,0.003192,154.786905,5.042049
256,butanol,313.35,2.02,0.82668,100.0,100.0,100.0,2.443509,0.703098,0.003191,155.123762,5.044223
257,butanol,313.55,2.02,0.82668,100.0,100.0,100.0,2.443509,0.703098,0.003189,155.222772,5.044861
258,butanol,313.65,2.015714,0.82668,100.0,100.0,100.0,2.438325,0.700971,0.003188,155.60241,5.047304
259,butanol,313.75,2.017778,0.82668,100.0,100.0,100.0,2.440821,0.701995,0.003187,155.492841,5.0466
260,butanol,313.85,2.0125,0.82668,100.0,100.0,100.0,2.434437,0.699375,0.003186,155.950311,5.049537
261,butanol,313.95,2.012,0.82668,100.0,100.0,100.0,2.433832,0.699127,0.003185,156.038767,5.050104
262,butanol,314.05,1.993636,0.82668,100.0,100.0,100.0,2.411618,0.689953,0.003184,157.52622,5.059592
263,butanol,314.15,1.993636,0.82668,100.0,100.0,100.0,2.411618,0.689953,0.003183,157.576379,5.05991
264,butanol,314.25,1.995,0.82668,100.0,100.0,100.0,2.413268,0.690635,0.003182,157.518797,5.059545
265,butanol,314.35,1.99,0.82668,100.0,100.0,100.0,2.407219,0.688135,0.003181,157.964824,5.062372
266,dmag,287.05,5.54,1.07,0.0,0.0,0.0,5.17757,1.711993,0.003484,51.814079,3.947662
267,dmag,287.15,5.535682,1.07,0.0,0.0,0.0,5.173534,1.711213,0.003483,51.872562,3.94879
268,dmag,287.25,5.542143,1.07,0.0,0.0,0.0,5.179573,1.71238,0.003481,51.830133,3.947972
269,dmag,287.35,5.53,1.07,0.0,0.0,0.0,5.168224,1.710188,0.00348,51.962025,3.950513
270,dmag,287.45,5.53,1.07,0.0,0.0,0.0,5.168224,1.710188,0.003479,51.980108,3.950861
271,dmag,287.55,5.521154,1.07,0.0,0.0,0.0,5.159957,1.708587,0.003478,52.081505,3.95281
272,dmag,287.65,5.517391,1.07,0.0,0.0,0.0,5.15644,1.707904,0.003476,52.135146,3.953839
273,dmag,287.75,5.5,1.07,0.0,0.0,0.0,5.140187,1.704747,0.003475,52.318182,3.957344
274,dmag,287.85,5.479643,1.07,0.0,0.0,0.0,5.121162,1.701038,0.003474,52.530796,3.9614
275,dmag,287.95,5.464121,1.07,0.0,0.0,0.0,5.106655,1.698201,0.003473,52.698322,3.964584
276,dmag,288.05,5.439667,1.07,0.0,0.0,0.0,5.083801,1.693718,0.003472,52.953612,3.969416
277,dmag,288.15,5.43,1.07,0.0,0.0,0.0,5.074766,1.691939,0.00347,53.066298,3.971542
278,dmag,288.25,5.419333,1.07,0.0,0.0,0.0,5.064798,1.689971,0.003469,53.189199,3.973855
279,dmag,288.35,5.41,1.07,0.0,0.0,0.0,5.056075,1.688249,0.003468,53.299445,3.975926
280,dmag,288.45,5.383478,1.07,0.0,0.0,0.0,5.031288,1.683334,0.003467,53.580601,3.981187
281,dmag,288.55,5.384211,1.07,0.0,0.0,0.0,5.031972,1.683469,0.003466,53.591887,3.981398
282,dmag,288.65,5.413333,1.07,0.0,0.0,0.0,5.05919,1.688801,0.003464,53.322044,3.97635
283,dmag,288.75,5.36,1.07,0.0,0.0,0.0,5.009346,1.678927,0.003463,53.871269,3.986597
284,dmag,288.85,5.403125,1.07,0.0,0.0,0.0,5.04965,1.686897,0.003462,53.459803,3.97893
285,dmag,288.95,5.326667,1.07,0.0,0.0,0.0,4.978193,1.672724,0.003461,54.245932,3.993528
286,dmag,289.05,5.30587,1.07,0.0,0.0,0.0,4.958757,1.668812,0.00346,54.477404,3.997786
287,dmag,289.15,5.282308,1.07,0.0,0.0,0.0,4.936736,1.664362,0.003458,54.739333,4.002583
288,dmag,289.25,5.256786,1.07,0.0,0.0,0.0,4.912884,1.659518,0.003457,55.024118,4.007772
289,dmag,289.35,5.257059,1.07,0.0,0.0,0.0,4.913139,1.65957,0.003456,55.040282,4.008065
290,dmag,289.45,5.23,1.07,0.0,0.0,0.0,4.88785,1.654411,0.003455,55.344168,4.013571
291,dmag,289.55,5.21,1.07,0.0,0.0,0.0,4.869159,1.650577,0.003454,55.575816,4.017748
292,dmag,289.65,5.205556,1.07,0.0,0.0,0.0,4.865005,1.649725,0.003452,55.642476,4.018947
293,dmag,289.75,5.193333,1.07,0.0,0.0,0.0,4.853583,1.647375,0.003451,55.792683,4.021643
294,dmag,289.85,5.172273,1.07,0.0,0.0,0.0,4.8339,1.643311,0.00345,56.039195,4.026051
295,dmag,289.95,5.266,1.07,0.0,0.0,0.0,4.921495,1.660936,0.003449,55.060767,4.008437
296,dmag,290.05,5.353243,1.07,0.0,0.0,0.0,5.003031,1.677381,0.003448,54.182107,3.992351
297,dmag,290.15,5.234211,1.07,0.0,0.0,0.0,4.891786,1.654847,0.003446,55.433384,4.015182
298,dmag,290.25,5.136357,1.07,0.0,0.0,0.0,4.800333,1.636123,0.003445,56.508927,4.034399
299,dmag,290.35,5.08,1.07,0.0,0.0,0.0,4.747664,1.625311,0.003444,57.155512,4.045776
300,dmag,290.45,5.07,1.07,0.0,0.0,0.0,4.738318,1.623341,0.003443,57.287968,4.048091
301,dmag,290.55,5.07,1.07,0.0,0.0,0.0,4.738318,1.623341,0.003442,57.307692,4.048435
302,dmag,290.65,5.050857,1.07,0.0,0.0,0.0,4.720427,1.619557,0.003441,57.544688,4.052562
303,dmag,290.75,5.04625,1.07,0.0,0.0,0.0,4.716121,1.618645,0.003439,57.617042,4.053818
304,dmag,290.85,5.022917,1.07,0.0,0.0,0.0,4.694315,1.614009,0.003438,57.904604,4.058797
305,dmag,290.95,5.02,1.07,0.0,0.0,0.0,4.691589,1.613429,0.003437,57.958167,4.059721
306,dmag,291.05,4.993478,1.07,0.0,0.0,0.0,4.666802,1.608132,0.003436,58.286025,4.065362
307,dmag,291.15,4.981667,1.07,0.0,0.0,0.0,4.655763,1.605764,0.003435,58.444296,4.068074
308,dmag,291.25,4.963043,1.07,0.0,0.0,0.0,4.638358,1.602017,0.003433,58.683749,4.072163
309,dmag,291.35,4.953333,1.07,0.0,0.0,0.0,4.629283,1.60006,0.003432,58.818977,4.074465
310,dmag,291.45,4.94,1.07,0.0,0.0,0.0,4.616822,1.597363,0.003431,58.997976,4.077503
311,dmag,291.55,4.921765,1.07,0.0,0.0,0.0,4.59978,1.593667,0.00343,59.236883,4.081544
312,dmag,291.65,4.9208,1.07,0.0,0.0,0.0,4.598879,1.593471,0.003429,59.268818,4.082083
313,dmag,291.75,4.905,1.07,0.0,0.0,0.0,4.584112,1.590254,0.003428,59.480122,4.085642
314,dmag,291.85,4.891,1.07,0.0,0.0,0.0,4.571028,1.587397,0.003426,59.670824,4.088843
315,dmag,291.95,4.87,1.07,0.0,0.0,0.0,4.551402,1.583094,0.003425,59.948665,4.093489
316,dmag,292.05,4.862619,1.07,0.0,0.0,0.0,4.544504,1.581577,0.003424,60.060226,4.095348
317,dmag,292.15,4.840882,1.07,0.0,0.0,0.0,4.524189,1.577096,0.003423,60.350568,4.10017
318,dmag,292.25,4.834359,1.07,0.0,0.0,0.0,4.518092,1.575747,0.003422,60.452689,4.101861
319,dmag,292.35,4.816667,1.07,0.0,0.0,0.0,4.501558,1.57208,0.003421,60.695502,4.10587
320,dmag,292.45,4.802727,1.07,0.0,0.0,0.0,4.48853,1.569184,0.003419,60.892485,4.10911
321,dmag,292.55,4.8004,1.07,0.0,0.0,0.0,4.486355,1.568699,0.003418,60.942838,4.109936
322,dmag,292.65,4.794,1.07,0.0,0.0,0.0,4.480374,1.567362,0.003417,61.045056,4.111612
323,dmag,292.75,4.765,1.07,0.0,0.0,0.0,4.453271,1.561292,0.003416,61.437566,4.118021
324,dmag,292.85,4.725517,1.07,0.0,0.0,0.0,4.416371,1.552973,0.003415,61.972052,4.126684
325,dmag,292.95,4.722667,1.07,0.0,0.0,0.0,4.413707,1.552371,0.003414,62.030632,4.127628
326,dmag,293.05,4.6975,1.07,0.0,0.0,0.0,4.390187,1.54702,0.003412,62.384247,4.133313
327,dmag,293.15,4.675763,1.07,0.0,0.0,0.0,4.369872,1.542385,0.003411,62.695654,4.138292
328,dmag,293.25,4.66,1.07,0.0,0.0,0.0,4.35514,1.539015,0.00341,62.929185,4.14201
329,dmag,293.35,4.65375,1.07,0.0,0.0,0.0,4.349299,1.537673,0.003409,63.035187,4.143693
330,dmag,293.45,4.648,1.07,0.0,0.0,0.0,4.343925,1.536436,0.003408,63.134682,4.14527
331,dmag,293.55,4.628667,1.07,0.0,0.0,0.0,4.325857,1.532269,0.003407,63.419991,4.149779
332,dmag,293.65,4.619714,1.07,0.0,0.0,0.0,4.31749,1.530331,0.003405,63.564537,4.152056
333,dmag,293.75,4.611176,1.07,0.0,0.0,0.0,4.309511,1.528481,0.003404,63.703916,4.154246
334,dmag,293.85,4.593608,1.07,0.0,0.0,0.0,4.293092,1.524665,0.003403,63.969321,4.158404
335,dmag,293.95,4.573681,1.07,0.0,0.0,0.0,4.274468,1.520315,0.003402,64.269896,4.163091
336,dmag,294.05,4.561031,1.07,0.0,0.0,0.0,4.262645,1.517548,0.003401,64.470079,4.166201
337,dmag,294.15,4.548744,1.07,0.0,0.0,0.0,4.251162,1.514849,0.0034,64.666206,4.169239
338,dmag,294.25,4.54,1.07,0.0,0.0,0.0,4.242991,1.512927,0.003398,64.812775,4.171503
339,dmag,294.35,4.535,1.07,0.0,0.0,0.0,4.238318,1.511824,0.003397,64.906284,4.172944
340,dmag,294.45,4.53,1.07,0.0,0.0,0.0,4.233645,1.510722,0.003396,65.0,4.174387
341,dmag,294.55,4.512105,1.07,0.0,0.0,0.0,4.216921,1.506763,0.003395,65.279949,4.178685
342,dmag,294.65,4.516667,1.07,0.0,0.0,0.0,4.221184,1.507772,0.003394,65.236162,4.178014
343,dmag,294.75,4.505,1.07,0.0,0.0,0.0,4.21028,1.505187,0.003393,65.427303,4.18094
344,dmag,294.85,4.474,1.07,0.0,0.0,0.0,4.181308,1.49828,0.003392,65.902995,4.188184
345,dmag,294.95,4.477333,1.07,0.0,0.0,0.0,4.184424,1.499025,0.00339,65.876266,4.187778
346,dmag,295.05,4.4725,1.07,0.0,0.0,0.0,4.179907,1.497943,0.003389,65.969816,4.189197
347,dmag,295.15,4.441667,1.07,0.0,0.0,0.0,4.15109,1.491029,0.003388,66.450281,4.196454
348,dmag,295.25,4.4325,1.07,0.0,0.0,0.0,4.142523,1.488961,0.003387,66.610265,4.198859
349,dmag,295.35,4.41,1.07,0.0,0.0,0.0,4.121495,1.483875,0.003386,66.972789,4.204286
350,dmag,295.45,4.4,1.07,0.0,0.0,0.0,4.11215,1.481602,0.003385,67.147727,4.206895
351,dmag,295.55,4.383243,1.07,0.0,0.0,0.0,4.096489,1.477788,0.003384,67.427241,4.211049
352,dmag,295.65,4.370719,1.07,0.0,0.0,0.0,4.084784,1.474925,0.003382,67.643334,4.214249
353,dmag,295.75,4.360256,1.07,0.0,0.0,0.0,4.075006,1.47253,0.003381,67.82858,4.216984
354,dmag,295.85,4.353333,1.07,0.0,0.0,0.0,4.068536,1.470941,0.00338,67.959418,4.218911
355,dmag,295.95,4.334898,1.07,0.0,0.0,0.0,4.051307,1.466696,0.003379,68.271503,4.223492
356,dmag,296.05,4.335632,1.07,0.0,0.0,0.0,4.051993,1.466794,0.003378,68.283006,4.223661
357,dmag,296.15,4.32,1.07,0.0,0.0,0.0,4.037383,1.463255,0.003377,68.553241,4.227611
358,dmag,296.25,4.3,1.07,0.0,0.0,0.0,4.018692,1.458615,0.003376,68.895349,4.232589
359,dmag,296.45,4.28,1.07,0.0,0.0,0.0,4.0,1.45393,0.003373,69.264019,4.237926
360,dmag,296.55,4.274,1.07,0.0,0.0,0.0,3.994393,1.452548,0.003372,69.384651,4.239666
361,dmag,296.65,4.282174,1.07,0.0,0.0,0.0,4.002032,1.454458,0.003371,69.275561,4.238092
362,dmag,296.75,4.261463,1.07,0.0,0.0,0.0,3.982676,1.449612,0.00337,69.635703,4.243277
363,dmag,296.85,4.241613,1.07,0.0,0.0,0.0,3.964124,1.444943,0.003369,69.98517,4.248283
364,dmag,296.95,4.2435,1.07,0.0,0.0,0.0,3.965888,1.445378,0.003368,69.977613,4.248175
365,dmag,297.05,4.224328,1.07,0.0,0.0,0.0,3.94797,1.440851,0.003366,70.318871,4.25304
366,dmag,297.15,4.204828,1.07,0.0,0.0,0.0,3.929745,1.436233,0.003365,70.668772,4.258004
367,dmag,297.25,4.1952,1.07,0.0,0.0,0.0,3.920748,1.433939,0.003364,70.854786,4.260633
368,dmag,297.35,4.18,1.07,0.0,0.0,0.0,3.906542,1.430311,0.003363,71.136364,4.264599
369,dmag,297.45,4.179118,1.07,0.0,0.0,0.0,3.905717,1.4301,0.003362,71.175311,4.265146
370,dmag,297.55,4.17,1.07,0.0,0.0,0.0,3.897196,1.427916,0.003361,71.354916,4.267666
371,dmag,297.65,4.160909,1.07,0.0,0.0,0.0,3.8887,1.425731,0.00336,71.534848,4.270185
372,dmag,297.75,4.151053,1.07,0.0,0.0,0.0,3.879488,1.423361,0.003359,71.728794,4.272892
373,dmag,297.85,4.13963,1.07,0.0,0.0,0.0,3.868813,1.420606,0.003357,71.950881,4.275984
374,dmag,297.95,4.120215,1.07,0.0,0.0,0.0,3.850668,1.415905,0.003356,72.314187,4.28102
375,dmag,298.05,4.107545,1.07,0.0,0.0,0.0,3.838827,1.412824,0.003355,72.561593,4.284436
376,dmag,298.15,4.09,1.07,0.0,0.0,0.0,3.82243,1.408545,0.003354,72.897311,4.289052
377,dmag,298.25,4.09,1.07,0.0,0.0,0.0,3.82243,1.408545,0.003353,72.92176,4.289387
378,dmag,298.35,4.08,1.07,0.0,0.0,0.0,3.813084,1.406097,0.003352,73.125,4.29217
379,dmag,298.45,4.078261,1.07,0.0,0.0,0.0,3.811459,1.40567,0.003351,73.180704,4.292932
380,dmag,298.55,4.076667,1.07,0.0,0.0,0.0,3.809969,1.405278,0.00335,73.233851,4.293658
381,dmag,298.65,4.06,1.07,0.0,0.0,0.0,3.794393,1.401183,0.003348,73.559113,4.298089
382,dmag,298.75,4.052,1.07,0.0,0.0,0.0,3.786916,1.39921,0.003347,73.729023,4.300397
383,dmag,298.85,4.1172,1.07,0.0,0.0,0.0,3.84785,1.414914,0.003346,72.585738,4.284768
384,dmag,298.95,4.047143,1.07,0.0,0.0,0.0,3.782377,1.39801,0.003345,73.866926,4.302265
385,dmag,299.05,4.027368,1.07,0.0,0.0,0.0,3.763896,1.393042,0.003344,74.254443,4.307498
386,dmag,299.15,4.015714,1.07,0.0,0.0,0.0,3.753004,1.390212,0.003343,74.494842,4.31073
387,dmag,299.25,3.99,1.07,0.0,0.0,0.0,3.728972,1.383791,0.003342,75.0,4.317488
388,dmag,299.35,3.998571,1.07,0.0,0.0,0.0,3.736983,1.385937,0.003341,74.864237,4.315676
389,dmag,299.45,3.98,1.07,0.0,0.0,0.0,3.719626,1.381279,0.003339,75.238693,4.320666
390,dmag,299.55,3.97,1.07,0.0,0.0,0.0,3.71028,1.378766,0.003338,75.453401,4.323515
391,dmag,299.65,3.962667,1.07,0.0,0.0,0.0,3.703427,1.376914,0.003337,75.618271,4.325698
392,dmag,299.75,3.962,1.07,0.0,0.0,0.0,3.702804,1.376741,0.003336,75.656234,4.3262
393,dmag,299.85,3.94,1.07,0.0,0.0,0.0,3.682243,1.371181,0.003335,76.104061,4.332102
394,dmag,299.95,3.931429,1.07,0.0,0.0,0.0,3.674232,1.369002,0.003334,76.295422,4.334613
395,dmag,300.05,3.932105,1.07,0.0,0.0,0.0,3.674865,1.369174,0.003333,76.307723,4.334774
396,dmag,300.15,3.926364,1.07,0.0,0.0,0.0,3.669499,1.367712,0.003332,76.444779,4.336569
397,dmag,300.25,3.901111,1.07,0.0,0.0,0.0,3.645898,1.361259,0.003331,76.965252,4.343354
398,dmag,300.35,3.900833,1.07,0.0,0.0,0.0,3.645639,1.361188,0.003329,76.996368,4.343758
399,dmag,300.45,3.883846,1.07,0.0,0.0,0.0,3.629763,1.35682,0.003328,77.358883,4.348455
400,dmag,300.55,3.866,1.07,0.0,0.0,0.0,3.613084,1.352218,0.003327,77.741852,4.353394
401,dmag,300.65,3.846327,1.07,0.0,0.0,0.0,3.594698,1.347118,0.003326,78.165491,4.358828
402,dmag,300.75,3.84,1.07,0.0,0.0,0.0,3.588785,1.345472,0.003325,78.320312,4.360807
403,dmag,301.05,3.82,1.07,0.0,0.0,0.0,3.570093,1.34025,0.003322,78.808901,4.367026
404,dmag,301.15,3.82,1.07,0.0,0.0,0.0,3.570093,1.34025,0.003321,78.835079,4.367358
405,dmag,301.45,3.785,1.07,0.0,0.0,0.0,3.537383,1.331045,0.003317,79.643329,4.377558
406,dmag,301.55,3.783333,1.07,0.0,0.0,0.0,3.535826,1.330605,0.003316,79.704846,4.37833
407,dmag,301.65,3.78,1.07,0.0,0.0,0.0,3.53271,1.329724,0.003315,79.801587,4.379543
408,dmag,301.85,3.73,1.07,0.0,0.0,0.0,3.485981,1.316408,0.003313,80.924933,4.393522
409,dmag,301.95,3.73,1.07,0.0,0.0,0.0,3.485981,1.316408,0.003312,80.951743,4.393853
410,dmag,302.15,3.72,1.07,0.0,0.0,0.0,3.476636,1.313724,0.00331,81.223118,4.3972
411,dmag,302.45,3.7,1.07,0.0,0.0,0.0,3.457944,1.308333,0.003306,81.743243,4.403583
412,dmag,302.55,3.693158,1.07,0.0,0.0,0.0,3.451549,1.306476,0.003305,81.921761,4.405765
413,dmag,302.65,3.678158,1.07,0.0,0.0,0.0,3.437531,1.302402,0.003304,82.283036,4.410165
414,dmag,302.75,3.665513,1.07,0.0,0.0,0.0,3.425713,1.298967,0.003303,82.594173,4.413939
415,dmag,302.85,3.648571,1.07,0.0,0.0,0.0,3.40988,1.294332,0.003302,83.00509,4.418902
416,dmag,302.95,3.64,1.07,0.0,0.0,0.0,3.401869,1.291984,0.003301,83.228022,4.421584
417,dmag,303.05,3.635,1.07,0.0,0.0,0.0,3.397196,1.290608,0.0033,83.370014,4.423289
418,dmag,303.15,3.634286,1.07,0.0,0.0,0.0,3.396529,1.290403,0.003299,83.413915,4.423815
419,dmag,303.25,3.625,1.07,0.0,0.0,0.0,3.38785,1.287851,0.003298,83.655172,4.426703
420,dmag,303.55,3.606,1.07,0.0,0.0,0.0,3.370093,1.282584,0.003294,84.179146,4.432947
421,dmag,303.65,3.5992,1.07,0.0,0.0,0.0,3.363738,1.280699,0.003293,84.36597,4.435164
422,dmag,303.75,3.585714,1.07,0.0,0.0,0.0,3.351135,1.276955,0.003292,84.711155,4.439247
423,dmag,303.85,3.58,1.07,0.0,0.0,0.0,3.345794,1.275363,0.003291,84.874302,4.441171
424,dmag,303.95,3.5725,1.07,0.0,0.0,0.0,3.338785,1.27326,0.00329,85.080476,4.443598
425,dmag,304.05,3.575882,1.07,0.0,0.0,0.0,3.341946,1.274211,0.003289,85.027965,4.44298
426,dmag,304.15,3.575,1.07,0.0,0.0,0.0,3.341121,1.273964,0.003288,85.076923,4.443556
427,dmag,304.25,3.545,1.07,0.0,0.0,0.0,3.313084,1.265537,0.003287,85.825106,4.452312
428,dmag,304.35,3.543,1.07,0.0,0.0,0.0,3.311215,1.264972,0.003286,85.901778,4.453205
429,dmag,304.45,3.55,1.07,0.0,0.0,0.0,3.317757,1.266948,0.003285,85.760563,4.451559
430,dmag,304.55,3.543333,1.07,0.0,0.0,0.0,3.311526,1.265063,0.003284,85.950141,4.453767
431,dmag,304.65,3.5125,1.07,0.0,0.0,0.0,3.28271,1.256327,0.003282,86.733096,4.462836
432,dmag,304.75,3.514545,1.07,0.0,0.0,0.0,3.284622,1.256909,0.003281,86.711071,4.462582
433,dmag,304.85,3.503043,1.07,0.0,0.0,0.0,3.273872,1.253627,0.00328,87.024327,4.466188
434,dmag,304.95,3.4922,1.07,0.0,0.0,0.0,3.263738,1.250526,0.003279,87.323177,4.469616
435,dmag,305.05,3.480513,1.07,0.0,0.0,0.0,3.252816,1.247176,0.003278,87.64513,4.473296
436,dmag,305.15,3.463636,1.07,0.0,0.0,0.0,3.237043,1.242317,0.003277,88.10105,4.478484
437,dmag,305.45,3.456667,1.07,0.0,0.0,0.0,3.23053,1.240304,0.003274,88.365477,4.481481
438,dmag,305.55,3.456429,1.07,0.0,0.0,0.0,3.230307,1.240235,0.003273,88.400496,4.481878
439,dmag,305.65,3.433636,1.07,0.0,0.0,0.0,3.209006,1.233617,0.003272,89.016415,4.488821
440,dmag,305.75,3.431739,1.07,0.0,0.0,0.0,3.207233,1.233066,0.003271,89.094768,4.489701
441,dmag,305.85,3.425833,1.07,0.0,0.0,0.0,3.201713,1.231337,0.00327,89.277548,4.49175
442,dmag,305.95,3.419474,1.07,0.0,0.0,0.0,3.19577,1.229478,0.003269,89.472834,4.493935
443,dmag,306.05,3.4,1.07,0.0,0.0,0.0,3.17757,1.223775,0.003267,90.014706,4.499973
444,dmag,306.15,3.398,1.07,0.0,0.0,0.0,3.175701,1.223186,0.003266,90.097116,4.500888
445,dmag,306.35,3.38,1.07,0.0,0.0,0.0,3.158879,1.217871,0.003264,90.636095,4.506853
446,dmag,306.45,3.39,1.07,0.0,0.0,0.0,3.168224,1.22083,0.003263,90.39823,4.504225
447,dmag,306.55,3.37,1.07,0.0,0.0,0.0,3.149533,1.214913,0.003262,90.964392,4.510468
448,dmag,306.65,3.36,1.07,0.0,0.0,0.0,3.140187,1.211941,0.003261,91.264881,4.513766
449,dmag,306.75,3.356,1.07,0.0,0.0,0.0,3.136449,1.210747,0.00326,91.403456,4.515283
450,dmag,306.85,3.34,1.07,0.0,0.0,0.0,3.121495,1.205971,0.003259,91.871257,4.520388
451,dmag,306.95,3.337143,1.07,0.0,0.0,0.0,3.118825,1.205112,0.003258,91.97988,4.52157
452,dmag,307.05,3.34,1.07,0.0,0.0,0.0,3.121495,1.205962,0.003257,91.931138,4.52104
453,dmag,307.15,3.36,1.07,0.0,0.0,0.0,3.140187,1.211473,0.003256,91.41369,4.515395
454,dmag,307.25,3.31,1.07,0.0,0.0,0.0,3.093458,1.196948,0.003255,92.824773,4.530714
455,dmag,307.45,3.296842,1.07,0.0,0.0,0.0,3.081161,1.192963,0.003253,93.255907,4.535347
456,dmag,307.55,3.28,1.07,0.0,0.0,0.0,3.065421,1.187843,0.003252,93.765244,4.540794
457,dmag,307.65,3.2795,1.07,0.0,0.0,0.0,3.064953,1.187691,0.00325,93.810032,4.541272
458,dmag,307.75,3.2705,1.07,0.0,0.0,0.0,3.056542,1.184943,0.003249,94.098762,4.544345
459,dmag,307.85,3.27,1.07,0.0,0.0,0.0,3.056075,1.18479,0.003248,94.143731,4.544823
460,dmag,307.95,3.257273,1.07,0.0,0.0,0.0,3.04418,1.180886,0.003247,94.542283,4.549047
461,dmag,308.05,3.2508,1.07,0.0,0.0,0.0,3.038131,1.1789,0.003246,94.76129,4.551361
462,dmag,308.15,3.292857,1.07,0.0,0.0,0.0,3.077437,1.191547,0.003245,93.581345,4.538831
463,dmag,308.25,3.245,1.07,0.0,0.0,0.0,3.03271,1.177114,0.003244,94.992296,4.553796
464,dmag,308.35,3.235,1.07,0.0,0.0,0.0,3.023364,1.174023,0.003243,95.316847,4.557207
465,dmag,308.45,3.226129,1.07,0.0,0.0,0.0,3.015074,1.171278,0.003242,95.609939,4.560277
466,dmag,308.55,3.216667,1.07,0.0,0.0,0.0,3.006231,1.168345,0.003241,95.92228,4.563538
467,dmag,308.65,3.215,1.07,0.0,0.0,0.0,3.004673,1.167826,0.00324,96.00311,4.564381
468,dmag,308.75,3.208235,1.07,0.0,0.0,0.0,2.998351,1.165719,0.003239,96.236707,4.566811
469,dmag,308.85,3.204,1.07,0.0,0.0,0.0,2.994393,1.164396,0.003238,96.395131,4.568456
470,dmag,308.95,3.19,1.07,0.0,0.0,0.0,2.981308,1.160021,0.003237,96.84953,4.573159
471,dmag,309.05,3.184737,1.07,0.0,0.0,0.0,2.97639,1.158368,0.003236,97.040985,4.575133
472,dmag,309.15,3.1675,1.07,0.0,0.0,0.0,2.96028,1.152919,0.003235,97.600631,4.580884
473,dmag,309.35,3.16,1.07,0.0,0.0,0.0,2.953271,1.150572,0.003233,97.89557,4.583901
474,dmag,309.45,3.16,1.07,0.0,0.0,0.0,2.953271,1.150572,0.003232,97.927215,4.584225
475,dmag,309.55,3.152857,1.07,0.0,0.0,0.0,2.946595,1.148308,0.00323,98.180788,4.586811
476,dmag,309.65,3.145135,1.07,0.0,0.0,0.0,2.939379,1.145853,0.003229,98.453639,4.589586
477,dmag,309.75,3.135532,1.07,0.0,0.0,0.0,2.930404,1.142795,0.003228,98.787067,4.592967
478,dmag,309.85,3.213333,1.07,0.0,0.0,0.0,3.003115,1.166457,0.003227,96.426349,4.568779
479,dmag,309.95,3.13,1.07,0.0,0.0,0.0,2.925234,1.141033,0.003226,99.025559,4.595378
480,dmag,310.05,3.13,1.07,0.0,0.0,0.0,2.925234,1.141033,0.003225,99.057508,4.595701
481,dmag,310.15,3.291905,1.07,0.0,0.0,0.0,3.076547,1.190447,0.003224,94.21597,4.54559
482,dmag,310.25,3.167368,1.07,0.0,0.0,0.0,2.960157,1.152329,0.003223,97.951977,4.584477
483,dmag,310.35,3.12,1.07,0.0,0.0,0.0,2.915888,1.137833,0.003222,99.471154,4.599868
484,dmag,310.45,3.085455,1.07,0.0,0.0,0.0,2.883602,1.126656,0.003221,100.617266,4.611324
485,dmag,310.55,3.076364,1.07,0.0,0.0,0.0,2.875106,1.123678,0.00322,100.947104,4.614597
486,dmag,310.65,3.076,1.07,0.0,0.0,0.0,2.874766,1.123552,0.003219,100.991547,4.615037
487,dmag,310.75,3.09,1.07,0.0,0.0,0.0,2.88785,1.128171,0.003218,100.566343,4.610818
