,compound,T,Nu,rho,w_mass,w_vol,w,C_but,C_comp,V,ln_Nu,T_1,D,ln_D,D_comp,ln_D_comp,D_but,ln_D_but
4247,peta,311.25,23.461111,1.11,19.76,26.532153,49.775459,2.959201,2.9859,21.136136,3.155288,0.003213,13.266635,2.585252,5.737747586960849e-11,-23.5813692960674,3.264497858436329e-11,-24.145330067305995
4248,peta,311.35,23.5,1.11,19.76,26.532153,49.775459,2.959201,2.9859,21.171171,3.157,0.003212,13.248936,2.583917,5.730092871662343e-11,-23.582704284370205,3.2601426996705965e-11,-24.1466650556088
4249,peta,311.45,23.4,1.11,19.76,26.532153,49.775459,2.959201,2.9859,21.081081,3.152736,0.003211,13.309829,2.588503,5.7564287154042517e-11,-23.578118755202055,3.275126507200045e-11,-24.14207952644065
4250,peta,311.55,23.0,1.11,19.76,26.532153,49.775459,2.959201,2.9859,20.720721,3.135494,0.00321,13.545652,2.606066,5.858420930297997e-11,-23.560555921477473,3.333155091074046e-11,-24.124516692716067
4251,peta,311.65,23.066667,1.11,19.76,26.532153,49.775459,2.959201,2.9859,20.780781,3.13838,0.003209,13.510838,2.603492,5.8433639698899e-11,-23.563129369690078,3.324588416736804e-11,-24.12709014092867
4252,peta,311.75,23.0,1.11,19.76,26.532153,49.775459,2.959201,2.9859,20.720721,3.135494,0.003208,13.554348,2.606707,5.862181752593165e-11,-23.559914175907558,3.335294815093352e-11,-24.123874947146152
4253,peta,311.95,22.8,1.11,19.76,26.532153,49.775459,2.959201,2.9859,20.540541,3.126761,0.003206,13.682018,2.616082,5.91739821151016e-11,-23.550539161942154,3.366710280683822e-11,-24.11449993318075
4254,peta,312.05,22.35,1.11,19.76,26.532153,49.775459,2.959201,2.9859,20.135135,3.106704,0.003205,13.961969,2.636337,6.038475556099601e-11,-23.530284434218082,3.435597370282468e-11,-24.094245205456673
4255,peta,312.35,22.3,1.11,19.76,26.532153,49.775459,2.959201,2.9859,20.09009,3.104587,0.003202,14.006726,2.639538,6.057833051480242e-11,-23.52708386906505,3.446610838765884e-11,-24.091044640303643
4256,peta,312.45,22.175,1.11,19.76,26.532153,49.775459,2.959201,2.9859,19.977477,3.098962,0.003201,14.090192,2.645479,6.093931296703667e-11,-23.521142616359107,3.467148975454396e-11,-24.0851033875977
4257,peta,312.55,21.992763,1.11,19.76,26.532153,49.775459,2.959201,2.9859,19.8133,3.090675,0.003199,14.211493,2.654051,6.146393518667856e-11,-23.51257053285618,3.496997414873395e-11,-24.076531304094775
4258,peta,312.65,21.664937,1.11,19.76,26.532153,49.775459,2.959201,2.9859,19.517961,3.075586,0.003198,14.431152,2.669389,6.241394813065585e-11,-23.4972323377969,3.5510485067713455e-11,-24.061193109035493
4259,peta,312.75,21.665574,1.11,19.76,26.532153,49.775459,2.959201,2.9859,19.518535,3.075628,0.003197,14.435344,2.66968,6.243207536231771e-11,-23.496941944378158,3.552079857628849e-11,-24.060902715616752
4260,peta,312.85,21.233333,1.11,19.76,26.532153,49.775459,2.959201,2.9859,19.129129,3.055452,0.003196,14.733909,2.690152,6.372335625781481e-11,-23.476469960305604,3.625547427508876e-11,-24.0404307315442
4261,peta,312.95,21.0,1.11,19.76,26.532153,49.775459,2.959201,2.9859,18.918919,3.044522,0.003195,14.902381,2.701521,6.44519875173219e-11,-23.465100548891268,3.6670029838957776e-11,-24.029061320129863
4262,peta,313.05,21.235294,1.11,19.76,26.532153,49.775459,2.959201,2.9859,19.130896,3.055596,0.003194,14.741967,2.690698,6.375820520439718e-11,-23.475923231083733,3.627530162192874e-11,-24.039884002322328
4263,peta,313.15,21.0,1.11,19.76,26.532153,49.775459,2.959201,2.9859,18.918919,3.044522,0.003193,14.911905,2.70216,6.449317747579278e-11,-23.464461673290554,3.669346491155018e-11,-24.02842244452915
4264,peta,313.25,21.0,1.11,19.76,26.532153,49.775459,2.959201,2.9859,18.918919,3.044522,0.003192,14.916667,2.702479,6.451377245502823e-11,-23.4641423884858,3.670518244784638e-11,-24.028103159724395
4265,peta,313.35,21.0,1.11,19.76,26.532153,49.775459,2.959201,2.9859,18.918919,3.044522,0.003191,14.921429,2.702798,6.453436743426367e-11,-23.463823205591293,3.6716899984142583e-11,-24.027783976829888
4266,peta,313.45,21.0,1.11,19.76,26.532153,49.775459,2.959201,2.9859,18.918919,3.044522,0.00319,14.92619,2.703117,6.45549624134991e-11,-23.463504124542,3.672861752043878e-11,-24.027464895780593
4267,peta,287.85,686.596341,1.18,5.8,8.278899,19.858185,0.923368,3.726441,581.861306,6.531744,0.003474,0.419242,-0.869307,1.8131987136729216e-12,-27.035928585267957,1.031621420774282e-12,-27.59988935650655
4268,peta,287.95,681.633333,1.18,5.8,8.278899,19.858185,0.923368,3.726441,577.655367,6.524491,0.003473,0.422441,-0.861705,1.8270352058585123e-12,-27.028326568954512,1.0394937083616238e-12,-27.592287340193106
4269,peta,288.05,674.88,1.18,5.8,8.278899,19.858185,0.923368,3.726441,571.932203,6.514534,0.003472,0.426817,-0.851401,1.845958676270779e-12,-27.018022365650573,1.050260237857521e-12,-27.581983136889168
4270,peta,288.15,669.32,1.18,5.8,8.278899,19.858185,0.923368,3.726441,567.220339,6.506261,0.00347,0.430512,-0.842781,1.8619391113451972e-12,-27.009402638282253,1.0593523241312136e-12,-27.573363409520848
4271,peta,288.25,660.447126,1.18,5.8,8.278899,19.858185,0.923368,3.726441,559.700955,6.492912,0.003469,0.436447,-0.829089,1.8876084571976953e-12,-26.995710454671322,1.0739569269466761e-12,-27.559671225909916
4272,peta,288.35,654.67973,1.18,5.8,8.278899,19.858185,0.923368,3.726441,554.81333,6.484143,0.003468,0.440444,-0.819971,1.9048979493124927e-12,-26.986592678699505,1.0837938026765308e-12,-27.5505534499381
4273,peta,288.45,649.4,1.18,5.8,8.278899,19.858185,0.923368,3.726441,550.338983,6.476047,0.003467,0.444179,-0.811527,1.9210510774521107e-12,-26.9781486435044,1.092984142861356e-12,-27.542109414742995
4274,peta,288.55,642.866667,1.18,5.8,8.278899,19.858185,0.923368,3.726441,544.80226,6.465931,0.003466,0.448849,-0.801069,1.9412471175167413e-12,-26.967690505308266,1.104474702273504e-12,-27.531651276546857
4275,peta,288.65,637.007547,1.18,5.8,8.278899,19.858185,0.923368,3.726441,539.836904,6.456769,0.003464,0.453134,-0.791567,1.9597814259888023e-12,-26.958188166257298,1.115019817651556e-12,-27.522148937495892
4276,peta,288.75,630.472222,1.18,5.8,8.278899,19.858185,0.923368,3.726441,534.298493,6.446462,0.003463,0.45799,-0.780908,1.9807820389416513e-12,-26.94752938003944,1.1269681397015223e-12,-27.511490151278036
4277,peta,288.85,623.443478,1.18,5.8,8.278899,19.858185,0.923368,3.726441,528.341931,6.435251,0.003462,0.463314,-0.769351,2.003807228781657e-12,-26.93597213055552,1.140068347018694e-12,-27.499932901794114
4278,peta,288.95,615.408738,1.18,5.8,8.278899,19.858185,0.923368,3.726441,521.532829,6.42228,0.003461,0.469525,-0.756033,2.0306715932868703e-12,-26.922654543456932,1.155352857023076e-12,-27.486615314695527
4279,peta,289.05,607.539189,1.18,5.8,8.278899,19.858185,0.923368,3.726441,514.86372,6.409408,0.00346,0.475772,-0.742817,2.0576870755263605e-12,-26.909438542786155,1.1707233456301135e-12,-27.47339931402475
4280,peta,289.15,600.145378,1.18,5.8,8.278899,19.858185,0.923368,3.726441,508.597778,6.397167,0.003458,0.4818,-0.730226,2.0837584983367324e-12,-26.896847882468045,1.1855567105770593e-12,-27.46080865370664
4281,peta,289.25,593.95061,1.18,5.8,8.278899,19.858185,0.923368,3.726441,503.347974,6.386787,0.003457,0.486993,-0.719505,2.1062197851921646e-12,-26.886126346222266,1.1983360846652321e-12,-27.45008711746086
4282,peta,289.35,589.638462,1.18,5.8,8.278899,19.858185,0.923368,3.726441,499.693611,6.379508,0.003456,0.490724,-0.711873,2.122356497112123e-12,-26.878494089323173,1.20751708482366e-12,-27.442454860561767
4283,peta,289.45,578.125,1.18,5.8,8.278899,19.858185,0.923368,3.726441,489.936441,6.359565,0.003455,0.50067,-0.691808,2.16537170220427e-12,-26.85842908228023,1.2319906335072287e-12,-27.422389853518826
4284,peta,289.55,579.373913,1.18,5.8,8.278899,19.858185,0.923368,3.726441,490.994842,6.361946,0.003454,0.499764,-0.69362,2.1614504585069024e-12,-26.86024161102546,1.229759637553075e-12,-27.424202382264056
4285,peta,289.65,578.736842,1.18,5.8,8.278899,19.858185,0.923368,3.726441,490.454951,6.360846,0.003452,0.500487,-0.692175,2.164577081589584e-12,-26.858796116932734,1.2315385332264832e-12,-27.422756888171328
4286,peta,289.75,570.255581,1.18,5.8,8.278899,19.858185,0.923368,3.726441,483.267442,6.346078,0.003451,0.508106,-0.677066,2.1975286885069113e-12,-26.843687710370855,1.2502863865580075e-12,-27.40764848160945
4287,peta,289.85,562.033333,1.18,5.8,8.278899,19.858185,0.923368,3.726441,476.299435,6.33155,0.00345,0.515717,-0.662198,2.230446879193589e-12,-26.828819156275554,1.2690152276880123e-12,-27.392779927514148
4288,peta,289.95,555.406154,1.18,5.8,8.278899,19.858185,0.923368,3.726441,470.683181,6.319693,0.003449,0.52205,-0.649991,2.2578395632191093e-12,-26.816612705329902,1.2846003256699016e-12,-27.380573476568497
4289,peta,290.05,548.347879,1.18,5.8,8.278899,19.858185,0.923368,3.726441,464.701592,6.3069,0.003448,0.528953,-0.636857,2.287690954523615e-12,-26.80347812385768,1.301584307887307e-12,-27.367438895096274
4290,peta,290.15,544.026316,1.18,5.8,8.278899,19.858185,0.923368,3.726441,461.039251,6.298997,0.003446,0.533338,-0.6286,2.3066585942222216e-12,-26.795221134587848,1.3123759675476948e-12,-27.359181905826443
4291,peta,290.25,540.6,1.18,5.8,8.278899,19.858185,0.923368,3.726441,458.135593,6.292677,0.003445,0.536903,-0.621937,2.322078194318162e-12,-26.7885585578029,1.3211489661378619e-12,-27.352519329041495
4292,peta,290.35,536.85,1.18,5.8,8.278899,19.858185,0.923368,3.726441,454.957627,6.285718,0.003444,0.54084,-0.614632,2.3391039702195074e-12,-26.78125317860064,1.3308358002353515e-12,-27.345213949839234
4293,peta,290.45,533.1,1.18,5.8,8.278899,19.858185,0.923368,3.726441,451.779661,6.278708,0.003443,0.544832,-0.607278,2.3563692758887393e-12,-26.77389912392873,1.3406589150601547e-12,-27.337859895167323
4294,peta,290.55,531.6,1.18,5.8,8.278899,19.858185,0.923368,3.726441,450.508475,6.275891,0.003442,0.546558,-0.604116,2.3638317448085614e-12,-26.77073719285653,1.3449046950353437e-12,-27.334697964095124
4295,peta,290.65,525.096667,1.18,5.8,8.278899,19.858185,0.923368,3.726441,444.997175,6.263573,0.003441,0.553517,-0.591463,2.3939314970060086e-12,-26.758084123652456,1.3620299824584658e-12,-27.32204489489105
4296,peta,290.75,523.454545,1.18,5.8,8.278899,19.858185,0.923368,3.726441,443.605547,6.260443,0.003439,0.555445,-0.587986,2.4022676977007044e-12,-26.754607950645173,1.3667728730968017e-12,-27.318568721883768
4297,peta,290.85,515.516667,1.18,5.8,8.278899,19.858185,0.923368,3.726441,436.878531,6.245156,0.003438,0.564191,-0.572362,2.4400965473189337e-12,-26.73898350883292,1.3882956390766886e-12,-27.302944280071515
4298,peta,290.95,511.376667,1.18,5.8,8.278899,19.858185,0.923368,3.726441,433.370056,6.237098,0.003437,0.568954,-0.563955,2.460696811174626e-12,-26.730576549518794,1.4000161820634446e-12,-27.29453732075739
4299,peta,291.05,507.1875,1.18,5.8,8.278899,19.858185,0.923368,3.726441,429.819915,6.228859,0.003436,0.573851,-0.555386,2.4818739191323782e-12,-26.72200722852972,1.4120649211423582e-12,-27.285967999768314
4300,peta,291.15,499.566667,1.18,5.8,8.278899,19.858185,0.923368,3.726441,423.361582,6.213719,0.003435,0.582805,-0.539902,2.5206003644832796e-12,-26.70652400290551,1.4340983752106701e-12,-27.270484774144105
4301,peta,291.25,493.480488,1.18,5.8,8.278899,19.858185,0.923368,3.726441,418.203803,6.201479,0.003433,0.590196,-0.527301,2.5525637753033947e-12,-26.69392285975661,1.4522839932757994e-12,-27.257883630995206
4302,peta,291.35,488.85,1.18,5.8,8.278899,19.858185,0.923368,3.726441,414.279661,6.192055,0.003432,0.595991,-0.51753,2.5776269040642037e-12,-26.684151944901153,1.466543688204051e-12,-27.248112716139747
4303,peta,291.45,486.133333,1.18,5.8,8.278899,19.858185,0.923368,3.726441,411.977401,6.186481,0.003431,0.599527,-0.511614,2.5929211618486778e-12,-26.678236014057656,1.4752453731469809e-12,-27.24219678529625
4304,peta,291.55,480.851515,1.18,5.8,8.278899,19.858185,0.923368,3.726441,407.501284,6.175556,0.00343,0.60632,-0.500347,2.6223020243154994e-12,-26.666968548694605,1.491961647459904e-12,-27.2309293199332
4305,peta,291.65,476.9,1.18,5.8,8.278899,19.858185,0.923368,3.726441,404.152542,6.167304,0.003429,0.611554,-0.491752,2.644936875117674e-12,-26.658373916643086,1.5048397709482302e-12,-27.22233468788168
4306,peta,291.75,470.104348,1.18,5.8,8.278899,19.858185,0.923368,3.726441,398.393515,6.15295,0.003428,0.620607,-0.477057,2.6840910867464756e-12,-26.643678960455137,1.5271166031151686e-12,-27.20763973169373
4307,peta,291.85,469.678261,1.18,5.8,8.278899,19.858185,0.923368,3.726441,398.032424,6.152041,0.003426,0.621383,-0.475808,2.687446896486247e-12,-26.642429482116967,1.5290258947915226e-12,-27.20639025335556
4308,peta,291.95,461.638462,1.18,5.8,8.278899,19.858185,0.923368,3.726441,391.219035,6.134777,0.003425,0.632421,-0.458199,2.7351877786895754e-12,-26.62482102475528,1.5561881227129458e-12,-27.188781795993876
4309,peta,292.05,454.388983,1.18,5.8,8.278899,19.858185,0.923368,3.726441,385.075409,6.118935,0.003424,0.642731,-0.442029,2.779777726255736e-12,-26.60865014600681,1.5815576228750506e-12,-27.172610917245404
4310,peta,292.15,447.473729,1.18,5.8,8.278899,19.858185,0.923368,3.726441,379.215024,6.10361,0.003423,0.652887,-0.42635,2.8237029051672893e-12,-26.592972005384492,1.606548902173231e-12,-27.156932776623087
4311,peta,292.25,443.276259,1.18,5.8,8.278899,19.858185,0.923368,3.726441,375.657847,6.094187,0.003422,0.659295,-0.416584,2.851416780088114e-12,-26.583205129348734,1.622316742071522e-12,-27.14716590058733
4312,peta,292.35,439.053435,1.18,5.8,8.278899,19.858185,0.923368,3.726441,372.079182,6.084617,0.003421,0.665864,-0.406669,2.879826820376042e-12,-26.57329095540256,1.638480666028162e-12,-27.137251726641153
4313,peta,292.45,435.666667,1.18,5.8,8.278899,19.858185,0.923368,3.726441,369.20904,6.076876,0.003419,0.67127,-0.398584,2.903206621164739e-12,-26.565205258370742,1.6517826296382056e-12,-27.129166029609337
4314,peta,292.55,433.4,1.18,5.8,8.278899,19.858185,0.923368,3.726441,367.288136,6.071661,0.003418,0.675012,-0.393025,2.9193882021668617e-12,-26.559647041406567,1.6609891581107356e-12,-27.12360781264516
4315,peta,292.65,426.526667,1.18,5.8,8.278899,19.858185,0.923368,3.726441,361.463277,6.055658,0.003417,0.686124,-0.376698,2.9674471476435545e-12,-26.543319078983597,1.6883323484845858e-12,-27.10727985022219
4316,peta,292.75,424.547368,1.18,5.8,8.278899,19.858185,0.923368,3.726441,359.785905,6.051009,0.003416,0.689558,-0.371705,2.9823005190483396e-12,-26.538326126981524,1.6967831906324128e-12,-27.102286898220118
4317,peta,292.85,419.3,1.18,5.8,8.278899,19.858185,0.923368,3.726441,355.338983,6.038511,0.003415,0.698426,-0.358926,3.020654258313739e-12,-26.52554766617948,1.7186045931596788e-12,-27.089508437418075
4318,peta,292.95,415.126087,1.18,5.8,8.278899,19.858185,0.923368,3.726441,351.801769,6.028578,0.003414,0.705689,-0.34858,3.052067467576171e-12,-26.515201896729646,1.7364771734378465e-12,-27.07916266796824
4319,peta,293.05,407.171429,1.18,5.8,8.278899,19.858185,0.923368,3.726441,345.060533,6.009222,0.003412,0.719721,-0.328891,3.1127560269923545e-12,-26.49551259985247,1.771005996681299e-12,-27.059473371091066
4320,peta,293.15,406.432143,1.18,5.8,8.278899,19.858185,0.923368,3.726441,344.434019,6.007407,0.003411,0.721277,-0.326733,3.1194821473625027e-12,-26.493354106292553,1.7748328303318124e-12,-27.057314877531145
4321,peta,293.25,398.81828,1.18,5.8,8.278899,19.858185,0.923368,3.726441,337.981593,5.988489,0.00341,0.735297,-0.30748,3.1801208028045454e-12,-26.474101931554685,1.8093332606537848e-12,-27.03806270279328
4322,peta,293.35,392.790476,1.18,5.8,8.278899,19.858185,0.923368,3.726441,332.873285,5.973268,0.003409,0.746836,-0.29191,3.2300243535708144e-12,-26.458531438917202,1.8377259412546307e-12,-27.022492210155796
4323,peta,293.45,388.834783,1.18,5.8,8.278899,19.858185,0.923368,3.726441,329.521002,5.96315,0.003408,0.754691,-0.281447,3.263996312527978e-12,-26.448068808567527,1.857054325011799e-12,-27.01202957980612
4324,peta,293.55,385.35,1.18,5.8,8.278899,19.858185,0.923368,3.726441,326.567797,5.954146,0.003407,0.761775,-0.272104,3.294635506574701e-12,-26.438725574252363,1.874486528473841e-12,-27.002686345490957
4325,peta,293.65,384.0,1.18,5.8,8.278899,19.858185,0.923368,3.726441,325.423729,5.950643,0.003405,0.764714,-0.268254,3.3073444974544406e-12,-26.434875515157753,1.8817173229417055e-12,-26.998836286396347
4326,peta,293.75,383.966667,1.18,5.8,8.278899,19.858185,0.923368,3.726441,325.39548,5.950554,0.003404,0.76504,-0.267827,3.308758001085677e-12,-26.434448223212666,1.88252153740167e-12,-26.99840899445126
4327,peta,293.85,377.211765,1.18,5.8,8.278899,19.858185,0.923368,3.726441,319.670987,5.932794,0.003403,0.779005,-0.249737,3.3691559862943142e-12,-26.416358852102736,1.916885038127205e-12,-26.98031962334133
4328,peta,293.95,376.53125,1.18,5.8,8.278899,19.858185,0.923368,3.726441,319.09428,5.930995,0.003402,0.780679,-0.247591,3.37639378063398e-12,-26.41421290481384,1.9210029892506277e-12,-26.978173676052435
4329,peta,294.05,374.175,1.18,5.8,8.278899,19.858185,0.923368,3.726441,317.097458,5.924714,0.003401,0.785862,-0.240974,3.398811425879021e-12,-26.4075953260478,1.933757533396127e-12,-26.971556097286395
4330,peta,294.15,371.9,1.18,5.8,8.278899,19.858185,0.923368,3.726441,315.169492,5.918625,0.0034,0.790938,-0.234535,3.4207656892772974e-12,-26.401156704159114,1.9462484359255603e-12,-26.965117475397708
4331,peta,294.25,366.675,1.18,5.8,8.278899,19.858185,0.923368,3.726441,310.741525,5.904454,0.003398,0.802482,-0.220046,3.470689996335096e-12,-26.38666769553099,1.9746529258415112e-12,-26.950628466769583
4332,peta,294.35,364.695455,1.18,5.8,8.278899,19.858185,0.923368,3.726441,309.063945,5.899055,0.003397,0.807112,-0.214293,3.4907145990347364e-12,-26.380914644503484,1.9860459457745543e-12,-26.94487541574208
4333,peta,294.45,363.923077,1.18,5.8,8.278899,19.858185,0.923368,3.726441,308.409387,5.896917,0.003396,0.8091,-0.211833,3.499311596373593e-12,-26.378454853528957,1.9909372169530662e-12,-26.942415624767552
4334,peta,294.55,356.95,1.18,5.8,8.278899,19.858185,0.923368,3.726441,302.5,5.877588,0.003395,0.825186,-0.192147,3.5688828634206594e-12,-26.358768492519328,2.030519866562815e-12,-26.922729263757923
4335,peta,294.65,356.358824,1.18,5.8,8.278899,19.858185,0.923368,3.726441,301.999003,5.875923,0.003394,0.826835,-0.19015,3.5760170559490578e-12,-26.356771489067956,2.03457887332072e-12,-26.92073226030655
4336,peta,294.75,350.311905,1.18,5.8,8.278899,19.858185,0.923368,3.726441,296.874496,5.858819,0.003393,0.841393,-0.172696,3.638979175503307e-12,-26.339317919902612,2.0704012411283515e-12,-26.903278691141207
4337,peta,294.85,345.73617,1.18,5.8,8.278899,19.858185,0.923368,3.726441,292.996754,5.84567,0.003392,0.852818,-0.159209,3.688391127228133e-12,-26.325830761836887,2.0985142259088988e-12,-26.88979153307548
4338,peta,294.95,340.334074,1.18,5.8,8.278899,19.858185,0.923368,3.726441,288.418707,5.829915,0.00339,0.866648,-0.143122,3.748207463804467e-12,-26.309743399881405,2.1325467969994613e-12,-26.87370417112
4339,peta,295.05,336.016578,1.18,5.8,8.278899,19.858185,0.923368,3.726441,284.759811,5.817155,0.003389,0.878082,-0.130016,3.79765551602554e-12,-26.296637209067153,2.16068032119742e-12,-26.860597980305748
4340,peta,295.15,333.433333,1.18,5.8,8.278899,19.858185,0.923368,3.726441,282.570621,5.809441,0.003388,0.885184,-0.121959,3.828374607891018e-12,-26.28858078717518,2.178157982612128e-12,-26.852541558413776
4341,peta,295.25,329.645455,1.18,5.8,8.278899,19.858185,0.923368,3.726441,279.360555,5.798012,0.003387,0.895659,-0.110195,3.8736775547098456e-12,-26.276816787575125,2.203933144490459e-12,-26.84077755881372
4342,peta,295.35,329.385714,1.18,5.8,8.278899,19.858185,0.923368,3.726441,279.140436,5.797228,0.003386,0.896669,-0.109068,3.878045222718915e-12,-26.27568989782515,2.2064181340522813e-12,-26.839650669063744
4343,peta,295.45,328.7125,1.18,5.8,8.278899,19.858185,0.923368,3.726441,278.569915,5.795176,0.003385,0.89881,-0.106684,3.88730330965054e-12,-26.27330543529148,2.211685532888401e-12,-26.837266206530074
4344,peta,295.55,324.409524,1.18,5.8,8.278899,19.858185,0.923368,3.726441,274.923325,5.782002,0.003384,0.91104,-0.093169,3.940197772175911e-12,-26.25979019789475,2.241779896054466e-12,-26.823750969133343
4345,peta,295.65,320.651724,1.18,5.8,8.278899,19.858185,0.923368,3.726441,271.738749,5.770338,0.003382,0.922028,-0.081179,3.987722761476223e-12,-26.247800784430957,2.2688192914690796e-12,-26.811761555669552
4346,peta,295.75,318.32459,1.18,5.8,8.278899,19.858185,0.923368,3.726441,269.766602,5.763058,0.003381,0.929083,-0.073557,4.018233944368973e-12,-26.240178627146896,2.2861786628429777e-12,-26.80413939838549
4347,peta,295.85,313.838,1.18,5.8,8.278899,19.858185,0.923368,3.726441,265.964407,5.748867,0.00338,0.942684,-0.059024,4.07705621189684e-12,-26.22564590462287,2.3196456572450097e-12,-26.789606675861464
4348,peta,295.95,310.341463,1.18,5.8,8.278899,19.858185,0.923368,3.726441,263.00124,5.737659,0.003379,0.953627,-0.047483,4.124384958490787e-12,-26.214104208230488,2.346573400154009e-12,-26.778064979469082
4349,peta,296.05,308.354286,1.18,5.8,8.278899,19.858185,0.923368,3.726441,261.317191,5.731248,0.003378,0.960097,-0.040721,4.1523669839866245e-12,-26.20734258669087,2.3624938046195983e-12,-26.771303357929465
4350,peta,296.15,305.95,1.18,5.8,8.278899,19.858185,0.923368,3.726441,259.279661,5.723422,0.003377,0.967969,-0.032556,4.186411672237664e-12,-26.19917715172413,2.3818635677892462e-12,-26.763137922962724
4351,peta,296.25,304.8,1.18,5.8,8.278899,19.858185,0.923368,3.726441,258.305085,5.719655,0.003376,0.971949,-0.028452,4.203625806053339e-12,-26.195073675901703,2.3916575683311683e-12,-26.759034447140298
4352,peta,296.35,303.7,1.18,5.8,8.278899,19.858185,0.923368,3.726441,257.372881,5.71604,0.003374,0.975798,-0.024499,4.220275404178473e-12,-26.19112072835641,2.4011303756653288e-12,-26.755081499595004
4353,peta,296.45,299.755556,1.18,5.8,8.278899,19.858185,0.923368,3.726441,254.030132,5.70296,0.003373,0.988972,-0.011089,4.277252278229487e-12,-26.177710303567228,2.433547431400339e-12,-26.741671074805822
4354,peta,296.55,298.98,1.18,5.8,8.278899,19.858185,0.923368,3.726441,253.372881,5.700376,0.003372,0.991872,-0.008161,4.289794064408625e-12,-26.17478238777519,2.440683094568201e-12,-26.738743159013783
4355,peta,296.65,298.642857,1.18,5.8,8.278899,19.858185,0.923368,3.726441,253.087167,5.699239,0.003371,0.993327,-0.006695,4.296085085808146e-12,-26.173316953096855,2.4442623781764213e-12,-26.73727772433545
4356,peta,296.75,295.4,1.18,5.8,8.278899,19.858185,0.923368,3.726441,250.338983,5.68833,0.00337,1.00457,0.00456,4.3447109631170595e-12,-26.162061881146055,2.4719281250455015e-12,-26.72602265238465
4357,peta,296.85,293.466667,1.18,5.8,8.278899,19.858185,0.923368,3.726441,248.700565,5.681763,0.003369,1.011529,0.011463,4.374807286269156e-12,-26.155158645941913,2.4890514615094648e-12,-26.719119417180508
4358,peta,296.95,289.475,1.18,5.8,8.278899,19.858185,0.923368,3.726441,245.317797,5.668063,0.003368,1.025823,0.025495,4.436627023517291e-12,-26.141126707575022,2.5242238696360012e-12,-26.705087478813617
4359,peta,297.05,289.01,1.18,5.8,8.278899,19.858185,0.923368,3.726441,244.923729,5.66646,0.003366,1.027819,0.027439,4.4452617632490656e-12,-26.13918235932672,2.5291366143908577e-12,-26.703143130565316
4360,peta,297.15,288.54,1.18,5.8,8.278899,19.858185,0.923368,3.726441,244.525424,5.664814,0.003365,1.02984,0.029403,4.454001513691538e-12,-26.13721820724351,2.534109105106127e-12,-26.701178978482105
4361,peta,297.25,284.55,1.18,5.8,8.278899,19.858185,0.923368,3.726441,241.144068,5.650908,0.003364,1.044632,0.043665,4.5179760721296815e-12,-26.122956994016796,2.570507501140545e-12,-26.68691776525539
4362,peta,297.35,280.177778,1.18,5.8,8.278899,19.858185,0.923368,3.726441,237.438795,5.635413,0.003363,1.06129,0.059486,4.5900235024650865e-12,-26.10713597150644,2.6114989666017065e-12,-26.671096742745032
4363,peta,297.45,280.016667,1.18,5.8,8.278899,19.858185,0.923368,3.726441,237.30226,5.634846,0.003362,1.062258,0.060397,4.594208959898768e-12,-26.10622452730235,2.61388028725441e-12,-26.67018529854094
4364,peta,297.55,274.983333,1.18,5.8,8.278899,19.858185,0.923368,3.726441,233.036723,5.6167,0.003361,1.082066,0.078872,4.6798748163269005e-12,-26.087749755004843,2.6626199713573282e-12,-26.651710526243438
4365,peta,297.65,272.567213,1.18,5.8,8.278899,19.858185,0.923368,3.726441,230.989164,5.607858,0.00336,1.092024,0.088033,4.72294541743096e-12,-26.07858848183956,2.687125037663363e-12,-26.642549253078155
4366,peta,297.75,268.322222,1.18,5.8,8.278899,19.858185,0.923368,3.726441,227.391714,5.592175,0.003359,1.109673,0.104066,4.799276610582864e-12,-26.06255591550058,2.7305537547339e-12,-26.626516686739176
4367,peta,297.85,264.778689,1.18,5.8,8.278899,19.858185,0.923368,3.726441,224.388719,5.578878,0.003357,1.124902,0.117696,4.865138745014962e-12,-26.048925881680802,2.7680260892252678e-12,-26.612886652919396
4368,peta,297.95,261.47193,1.18,5.8,8.278899,19.858185,0.923368,3.726441,221.586381,5.566319,0.003356,1.13951,0.130599,4.9283208077903864e-12,-26.03602279283274,2.80397359397272e-12,-26.599983564071334
4369,peta,298.05,259.755172,1.18,5.8,8.278899,19.858185,0.923368,3.726441,220.131502,5.559736,0.003355,1.147427,0.137522,4.96255777280945e-12,-26.029099828107046,2.8234527532229606e-12,-26.59306059934564
4370,peta,298.25,253.15,1.18,5.8,8.278899,19.858185,0.923368,3.726441,214.533898,5.533982,0.003353,1.178155,0.16395,5.095457384807206e-12,-26.002671681976448,2.8990661349861507e-12,-26.566632453215043
4371,peta,298.45,251.886364,1.18,5.8,8.278899,19.858185,0.923368,3.726441,213.46302,5.528977,0.003351,1.18486,0.169624,5.124453763967282e-12,-25.99699717922494,2.915563657094929e-12,-26.560957950463536
4372,peta,298.55,250.606667,1.18,5.8,8.278899,19.858185,0.923368,3.726441,212.378531,5.52388,0.00335,1.191309,0.175053,5.152347046919455e-12,-25.991568767803678,2.9314335713917968e-12,-26.555529539042272
4373,peta,298.65,250.1,1.18,5.8,8.278899,19.858185,0.923368,3.726441,211.949153,5.52186,0.003348,1.194122,0.177411,5.164514255176815e-12,-25.989210063243814,2.9383561180352852e-12,-26.55317083448241
